total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Talend ETL Developer,Tarento Technologies,,1753044492.5986874,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer(Talend),Consulting with data management teams to get a big-picture idea of the companys data ...,,1753044496.598435,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,BI and Analytics Engineer,Hackerrank,,1753044512.8841453,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Analytics Engineer,Headout,,1753044516.8685083,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Lead Analytics Engineer,Velotio Technologies,,1753044520.8830543,False,True
20,8.0,10,5,2.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Associate Analytics Engineer,Swiss Re,,1753044524.9205072,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Wells Analytics Engineer,Exxon Mobil Corporation,,1753044528.8884141,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Wells Analytics Engineer,Exxon Mobil Corporation,,1753044532.8732288,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Lead Analytics Engineer,Cimpress,,1753044536.8829737,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Analytics Engineer II,Swiss Re,,1753044540.880085,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Manager_Data Engineer _Data and Analytics,PwC Service Delivery Center,,1753044544.8881211,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Manager_Data Engineer _Data and Analytics _Advisory,PwC Service Delivery Center,,1753044548.8839836,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Refrigeration & Energy Systems - Data Analytics Engineer,Energy Recovery,,1753044552.8784528,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"Lead Data Analytics Engineer - Power BI, Snowflake, SQL, Python",Avalara India,,1753044556.8684294,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analytics Engineer,Prudential,,1753044560.8879733,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analytics Engineer,Prudential Corporation Asia,,1753044564.8879342,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Analytics Engineer III,Swiss Re,,1753044568.8885188,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Sr. Data Analytics Engineer - Databricks (On-site only),Ajmera Infotech,,1753044572.8880115,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,People Data & Analytics Engineer,Apple,,1753044576.8781483,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Analytics Engineer,Version controlData modelingBusiness analysisDiversity and InclusionAnalyticalData qualityBusiness intelligenceAnalytics,,1753044580.883217,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analytics Engineer,Ethos Life Technologies,,1753044592.588444,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Digital Analytics Engineer,Orange Business Services,,1753044596.5780067,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analytics Engineer,Earnin,,1753044600.583226,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Urgent requirement For Data Architect & Analytics- Engineer-Yesvantpur,Reputed client of Vaths Consulting,,1753044604.5883043,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Google Analytics Engineer,Dyson,,1753044608.5935242,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Adobe Analytics Engineer,Dyson,,1753044612.5781965,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,SENIOR ENGINEER - DATA ANALYTICS,Sasken Technologies,,1753044616.5880675,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Technical Architect,Greetings from Encora Innovation Labs Pvt Ltd! Encora is looking for Technical Architec...,,1753044620.5926929,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Analytics Engineer - Remote - 35 To 50 lacs,This is an URGENT requirement. We are hiring for a UK based Fintech company (name is ke...,,1753044624.6483376,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data & Analytics Engineer,Cisco,,1753044628.5885346,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analytics Engineer - Databricks (On site only),Ajmera Infotech,,1753044632.5885446,False,True
20,8.0,10,5,2.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Associate Business & Analytics Engineer,Sabre is a technology company that powers the global travel industry. By leveraging ne...,,1753044636.5985081,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data engineer- US MNC (analytics),US MNC (analytics),,1753044640.6029935,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Analyst,Expian Technologies,,1753044644.598124,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data & Analytics Engineer,Cisco,,1753044648.5984826,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Analytics Engineer - Databricks & Tableau Expert,Trupanion,,1753044652.5984893,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,People Data & Analytics Engineer,Apple,,1753044656.6008506,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Web Analytics Engineer,Infosys,,1753044669.2180192,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Client Analytics Engineer - ETL engineer,Superior Group,,1753044673.222084,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Warehouse Video Analytics Engineer,Robert Bosch Engineering and Business Solutions Private Limited,,1753044677.2232637,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Analytics Engineer,Onepay,,1753044681.2230237,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Engineer - Power Grid Analytics,Zeroemission Grid,,1753044685.268422,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Software Engineer-Analytics,Bloomreach Technologies,,1753044689.2282925,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Analytics Engineer,"5 years of software solution development using agile, devops, product model that includ...",,1753044693.2277935,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Sr Analytics Engineer GTM Strategy and Operations,Databricks,,1753044697.3298159,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Machine Learning Operations Engineer - LYTX INDIA Technologies Pvt Ltd,Machine Learning Operations Engineer - LYTX INDIA Technologies Pvt Ltd,,1753044701.2444322,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Statistical Analytics Engineer (F/M/D),Evnek,,1753044705.2519279,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Devops Oracle Analytics Engineer,Oracle,,1753044709.2482486,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,AIOps Data Analytics Engineer - ignio,Posted by Teamware Solutions ( A division of Quantum Leap Co nsulting Private LTD).,,1753044713.2383926,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Portfolio Analytics - Software Engineer - Analyst,AQR India,,1753044717.2380388,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Azure Data Engineer- US MNC (analytics),US MNC (analytics),,1753044721.2528548,False,True
20,8.0,10,5,2.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Data Pipeline Engineer - Global Team (India),Yipitdata,,1753044725.238132,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Scientist,"Job Description Alimentation Couche-Tard Inc., (ACT) is a global Fortune 200 compa...",,1753044729.2487116,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Software Engineer II,Betterworks,,1753044733.2380915,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Sprinklr Solutions Architect,Simplisafe,,1753044737.2586012,False,True
20,8.0,10,5,2.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Associate Product Operations Analyst,Akamai,,1753044741.2482367,False,True
