total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
72,34.0,10,18,10.0,good,"['Python', 'SQL', 'Airflow', 'AWS S3', 'AWS EC2', 'ETL Development', 'RDBMS', 'Data Validation']","['Spark', 'Kafka', 'DBT', 'Databricks', 'GCP']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'hive', 'cloudera', 'scala', 'oozie', 'data warehousing']",6-11 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh possesses a strong foundation in many relevant technologies. His skills in Python, SQL, Airflow, and AWS services align well with the job description.  However, the experience requirement (6-11 years) significantly mismatches his 2 years of experience. This results in a lower experience score.  The company is a product company, and the job posting mentions remote work possibilities, both boosting the company score.  He has several skills listed in the job description that he can leverage immediately, but there's a notable gap in experience that will need to be addressed. He should still apply, highlighting his fast learning skills, project accomplishments, and proactive approach to learning the missing technologies.","['Experience (lack of 4-9 years)', 'Hadoop (if required)', 'Specific experience with technologies mentioned in description: hive, cloudera, scala, oozie, data warehousing']",medium,Data Engineer,Puresoftware,,1753027813.9980392,True,
68,34.0,10,14,10.0,good,"['Python', 'SQL', 'Cognite']","['Spark', 'Airflow', 'AWS', 'GCP', 'DBT', 'Data Validation', 'ETL Development']","['Cognite', 'Python', 'Spark', 'Power BI', 'IBM Maximo', 'Grafana', 'SQL', 'Azure']",3-7 years,"Bengaluru, Pune, Kolkata",True,enterprise,consider,"Kaustubh has a good foundation in Data Engineering with relevant experience at Eli Lilly & Company. His skillset partially overlaps with the job description, particularly in Python, SQL, AWS, and CI/CD. However, the significant experience gap (2 years vs 4+ years) significantly impacts the score.  While the location and remote option are suitable, the lack of experience with Cognite and some listed technologies (Power BI, IBM Maximo, Grafana, Azure) lowers the technology score. EY's reputation as a large enterprise firm also doesn't add as much value to the score as a product-based startup.  The overall score falls within the 'good' match range due to a considerable portion of overlapping skills and potential to acquire the remaining skills in a short time frame. Hence, it's advisable to consider this opportunity but with realistic expectations of requiring upskilling before getting the job.","['Cognite experience', 'Spark (production level experience)', 'Power BI', 'IBM Maximo', 'Grafana', 'Significant experience in Industrial Data Platforms']",medium,Cognite Data Engineer,EY,,1753027817.7291346,True,
72,37.0,10,15,10.0,good,"['Python', 'SQL', 'Pyspark']","['Azure Databricks', 'Microsoft Azure', 'GCPAzure']","['Pyspark', 'Python', 'SQL', 'GCP', 'Azure', 'Databricks', 'Microsoft Azure']",1-2 years,"Bengaluru, Pune, Chennai",True,product,recommend,"Kaustubh has a solid foundation in data engineering with 2 years of experience.  His skills align well with the job description, particularly in Python, SQL, and AWS services. He possesses several relevant big data tools (Airflow) and cloud platforms (AWS, GCP). The experience requirement is a good match, falling under the 'Good Match' category. The location flexibility is another positive aspect. However, the technology score is somewhat limited by the job description's preference for Azure Databricks and the lack of explicit mention of some of Kaustubh's strong skills like Great Expectations.  His strong knowledge of AWS could be a differentiator. Therefore, the overall score falls into the 'good' match category.  His learning skills in Databricks and Spark will also make him a strong candidate.","['Databricks (though actively learning)', 'Kafka (though actively learning)', 'Hadoop']",medium,Data Engineer,Tredence,,1753027821.4200933,True,
68,34.0,10,14,10.0,good,"['SQL', 'Python', 'ETL tools', 'Cloud Platform (Azure preferred)']","['Apache Airflow', 'Bash Scripting', 'Data Warehousing']","['SQL', 'Python', 'Bash', 'Azure Data Warehouse', 'Azure', 'ETL tools']",4-6 years,"Bengaluru, Pune, Mumbai (Hybrid)",True,enterprise,consider,"Kaustubh possesses a strong foundation in data engineering, demonstrated by his skills in Python, SQL, Bash, AWS services, and various ETL/data validation tools. However, the job posting requires 4-6 years of experience, significantly exceeding his 2 years.  His experience with AWS aligns well with the job description, but the lack of specific Azure experience is a gap.  While his skillset overlaps significantly with the required skills, the experience gap significantly impacts the score. The hybrid work model and location flexibility are positives. The company is an established enterprise which could offer good career progression, but might have a slower growth trajectory than a startup. The score is in the good range due to solid skill match but lowered by the experience mismatch.","['Azure experience beyond basic familiarity', 'More experience in ETL/ELT processes within a production environment', 'Experience with the specific ETL tools preferred by Live Connections']",medium,Data Engineer,Live Connections,,1753027825.51688,True,
72,34.0,10,18,10.0,good,"['ETL Development', 'Go', 'Databricks', 'SQL', 'Docker']","['Scala', 'Postgresql']","['Scala', 'Go', 'Databricks', 'Docker', 'Postgresql', 'Machine Learning']",2-6 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,service,recommend,"Kaustubh has a good overall match for this role. His experience aligns well with the requirement (2 years), and the location flexibility is a plus. His strong foundation in AWS, ETL (Great Expectations), and CI/CD tools, is a significant strength.  However, his experience with Go is missing, and experience with Scala is mentioned but not explicitly in the skills list.  The company is a service company, not a product company, which slightly diminishes the score. The technology match is moderate, as he is familiar with some technologies but needs to improve others, especially for Scala and Go which are explicitly mentioned in the job description.  The experience score is lower because it falls within the 'good match' range rather than 'perfect match'. Overall, given his existing skills and willingness to learn, the opportunity offers good growth potential. The potential for upskilling in Go and Scala, along with gaining experience in Databricks, will be valuable.","['Go', 'Scala (While mentioned in learning, not listed as core skill)']",medium,"Data Engineer (ETL, Go, Databricks)",Instinctools,,1753027829.6235554,True,
72,35.0,10,17,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'RDBMS', 'ETL Development', 'Data Validation', 'Schema Design', 'Data Lakes']","['Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'CI/CD Pipelines', 'Kubernetes', 'REST APIs']","['Unix', 'Maven', 'Networking', 'MySQL', 'RDBMS', 'Agile', 'Scrum', 'Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes']",1-5 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",False,service,recommend,"Kaustubh has a good skillset matching the job description.  His experience aligns reasonably well (10 points due to the '1-5 years' range in the job posting). His strong background in AWS, Python, SQL, and CI/CD are definite positives. However, the vague job description lacks specifics making it difficult to fully assess. The lack of remote option lowers the company score, as does it being likely a service company, not a product company.  The technology score is moderate due to some missing 'big data' technologies; while he's learning Databricks and Spark, he doesn't have production experience. The total score indicates a good match, suggesting an application is worthwhile, but further clarifying the role's responsibilities with the employer is highly recommended.","['Hadoop', 'Spark (Production Experience)', 'Kafka', 'DBT (Production Experience)', 'Databricks (Production Experience)', 'Snowflake']",medium,Data Engineer,"These include the data lake, operational databases, data pipelines, large-scale batch a...",,1753027834.3758852,True,
72,36.0,10,16,10.0,good,"['Python', 'SQL', 'ETL Development', 'Data Validation', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'CI/CD Pipelines']","['Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'Kubernetes', 'Data Lakes', 'Monitoring & Alerting', 'REST APIs']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Data Lakes', 'Spark', 'Kafka', 'Snowflake', 'DBT', 'Databricks']",1-5 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,startup,recommend,"Kaustubh has a good match for this role. His 2 years of experience aligns reasonably well with the job description's requirement of 1-5 years.  The location flexibility is also a plus. His skillset covers many of the required technologies. He possesses strong foundational skills in Python, SQL, AWS, and CI/CD, and his experience with ETL development, Data Validation, and RDBMS is crucial. The mention of 'high-growth startup environments highly preferred' boosts the company score.  However, his experience score is lower due to the job description not perfectly matching his 2 years of experience.  The technology score is also slightly lower because while he has a strong foundation, some listed technologies such as Spark, Kafka, and DBT are listed under his 'Learning Skills', indicating a lack of hands-on professional experience. This could be addressed during the interview process by showcasing his eagerness to learn and any personal projects utilizing these technologies.  Overall, his strengths outweigh the skill gaps, making this a role worth applying for. ","['Spark', 'Kafka', 'DBT', 'Snowflake', 'Hadoop', 'Databricks']",high,Data Engineer,Drivetrain,,1753027838.984741,True,
72,35.0,10,17,10.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'Data Lakes']","['Apache Airflow', 'AWS Lambda', 'Great Expectations', 'CI/CD Pipelines', 'Kubernetes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Teradata', 'Data Lake']",2-5 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh's 2 years of experience and skillset align well with the job description.  The experience requirement is a good match (scoring 10 points). His skills in Python, SQL, AWS (S3, Lambda, etc.), and ETL pipelines are directly relevant.  The  'technology_score' is driven by his proficiency in core tools like Airflow,  Great Expectations, and AWS services, although he lacks experience with some big data technologies mentioned like Spark and Kafka (these are in his learning list). The company is likely a product company, operating in multiple locations with a remote-friendly policy, boosting the 'company_score'.  However, the job posting doesn't specify the type of company, so this is an assumption. The 'technology_score' is modest due to the lack of certain big data and streaming tools.  Overall, the application is recommended as the required skill gap is manageable and can be bridged through self-learning (which he has already started).","['Apache Spark', 'Kafka', 'Hadoop', 'DBT', 'Databricks', 'Snowflake']",medium,Data Engineer,Open Insights,,1753027843.339765,True,
73,37.0,10,16,10.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'AWS EC2', 'RDBMS']","['Apache Airflow', 'Great Expectations', 'AWS Lambda', 'PostgreSQL', 'MySQL', 'CI/CD Pipelines']","['Python', 'SQL', 'Apache Airflow', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'PostgreSQL', 'MySQL', 'RDBMS', 'Jenkins', 'CI/CD Pipelines', 'Kubernetes']",1-2 years,"Bengaluru, Gurugram",True,enterprise,recommend,"Kaustubh has a good match with this role. His 2 years of experience aligns with the job's requirement.  The experience score is only 10 because the job description mentions 1-2 years, which is a 'good match' not a 'perfect match'. His skills in Python, SQL, AWS services (S3, EC2, Lambda),  RDBMS, CI/CD, and ETL development directly meet the job's needs.  His experience with Airflow and Great Expectations are strong advantages.  However, the technology score is somewhat lower because while he possesses several key technologies, the job description doesn't explicitly list many of his advanced skills (like Kubernetes).  The company is a well-established enterprise, and the location flexibility (Bangalore preference mentioned) adds to the appeal. The role perfectly matches his target, adding the full 10 points. Overall, while not a perfect fit, the role presents a good opportunity for him to leverage his existing skills and learn new technologies in a relevant field.  He is already proficient in several necessary technologies and his skills in AWS are very valuable.","['Kafka', 'Spark', 'DBT', 'Databricks', 'Snowflake']",medium,Data Engineer - Automotive Research,S&P Global Market Intelligence,,1753027847.5336337,True,
68,34.0,10,14,10.0,good,"['Python', 'SQL', 'Airflow', 'Data Warehousing', 'Data Processing', 'Data Security']","['Spark', 'Kafka', 'DBT', 'Hadoop']","['Hive', 'Python', 'SQL', 'Airflow', 'Data Warehousing', 'Data Processing', 'Data Security']",5+ years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,Unknown (needs further research),consider,"Kaustubh has a strong foundation in several relevant technologies.  His Python, SQL, Airflow, AWS, and database skills align well with the job description. However, the significant experience gap (5+ years required vs. 2 years experience) significantly impacts the score. The remote-friendly aspect and Bangalore location preference are positive. The lack of specific company details prevents a conclusive evaluation of 'company type' and potential for growth.  The job description lacks detail on the project scope and specifics, so the required skillset cannot be precisely confirmed. Addressing the experience gap might require highlighting transferable skills and demonstrating the ability to quickly learn new tools and technologies, such as Spark and Kafka, which are mentioned as learning skills.","['Hadoop (big data processing)', 'Spark (big data processing)', 'Kafka (streaming)', 'DBT (data transformation)']",medium,Data Engineer,Miracle Solution,,1753027851.1165261,True,
72,37.0,10,15,10.0,good,"['Python', 'SQL', 'Databricks', 'AWS S3', 'ETL Development', 'Data Validation']","['Spark', 'Airflow', 'Kafka', 'DBT']","['Databricks', 'Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes']",2-5 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,enterprise,recommend,"Kaustubh has a good match with this role.  His 2 years of experience aligns with the job description's requirement of 2-5 years.  The experience score is only 10 because it's a 'good match' not a 'perfect match'. His skillset covers many of the required technologies, particularly in the programming, database, and cloud areas.  He has strong Python, SQL, and AWS experience which are crucial for this role. The fact that the job specifically mentions Databricks is a big plus, even though Kaustubh is still learning it.  The location flexibility (Bangalore preference with remote/hybrid options) increases the company score. However, there's room for improvement in his experience with core big data tools like Spark and Kafka, which are explicitly mentioned and are critical to a Databricks role. This explains the lower technology score, even with many matching skills.  Overall, his skillset is strong enough to warrant applying, particularly with his willingness to learn the missing skills.  He should emphasize his experience with AWS and general ETL development in his application to make up for his lack of current hands-on Databricks experience.","['Spark', 'Kafka', 'DBT (though learning)']",medium,Data Engineer - Databricks,Inorg,,1753027856.1818316,True,
70,32.0,10,20,8.0,good,"['Python', 'SQL', 'Databricks', 'AWS S3', 'ETL Development']","['Apache Spark', 'Kafka', 'DBT', 'Airflow']","['Databricks', 'AWS S3', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'PostgreSQL', 'MySQL', 'Oracle DB', 'Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Kubernetes', 'REST APIs', 'JSON', 'XML']",3-8 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,enterprise,recommend,"Kaustubh has a good foundation in Data Engineering, with a strong skillset in Python, SQL, and various AWS services. His experience with Airflow and Jenkins demonstrates DevOps capabilities.  However, the job posting requires 3-8 years of experience, while Kaustubh has only 2 years.  This is the main factor reducing his score. His learning skills include several technologies mentioned in the job description, notably Databricks, suggesting he can quickly acquire the necessary expertise. The Bangalore location preference aligns well, and the remote-friendly aspect is a plus. The company is an established enterprise, offering good stability, but potentially less growth opportunity compared to a startup.  Overall, his existing skills, along with his capacity for rapid learning, make this role a good opportunity for growth, despite the experience gap.","['Apache Spark (limited experience)', 'Kafka (limited experience)', 'Databricks (limited experience)', 'DBT (learning)']",medium,Data Engineer – Databricks,Inorg,,1753027860.182,True,
70,34.0,10,16,10.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'RDBMS']","['Apache Airflow', 'Great Expectations', 'AWS CloudWatch', 'AWS Secrets Manager', 'PostgreSQL', 'Kubernetes', 'CI/CD Pipelines', 'Data Validation']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'RDBMS']",0-1 Years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,service,recommend,"Kaustubh has a strong skillset, exceeding the requirements in several areas. His 2 years of experience at Eli Lilly is valuable.  However, the job posting specifies 0-1 year experience, which significantly lowers the experience score.  His strong AWS and general data engineering skills compensate for this mismatch. The remote-friendly option and Bangalore location are positives. The company being a service company instead of a product company slightly lowers the score.  Overall, the skillset overlap is significant enough to warrant applying, though he should be prepared to highlight his experience and perhaps downplay his seniority to match the job description. The fact he's already familiar with many tools listed as 'learning skills' further bolsters his candidacy.","['Hadoop', 'Spark', 'Kafka', 'Snowflake', 'DBT', 'Databricks', 'Docker']",medium,Data Engineer,Beinex,,1753027864.3828046,True,
72,37.0,10,15,10.0,good,"['Python', 'SQL', 'ETL Development', 'CI/CD Pipelines']","['Spark', 'Kafka', 'Databricks', 'Snowflake']","['Databricks', 'Streamlit', 'Kafka', 'Power BI', 'Kubernetes', 'Fast Stream', 'Python', 'Spark', 'Azure Data Factory', 'SQL', 'Snowflake', 'Oracle BI']",1-5 years,Bengaluru,False,service,recommend,"Kaustubh has a good foundation in data engineering, with strong skills in Python, SQL, AWS services, and DevOps tools. His experience aligns well with the job posting's requirement of 1-5 years. However, the experience score is lower because the job description uses a wider range. His skills in Airflow and Great Expectations are advantageous.  The technology match score is decent, but he lacks some of the preferred tools like Databricks (though he's learning it), and significant experience with some of the technologies mentioned is assumed but not directly stated in the description. The company score is moderate; Wipro is a large service company, but the location preference is a plus. The role is a perfect match.  Overall, his skillset is quite relevant.  Addressing the preferred skills, especially Databricks and Snowflake, would significantly strengthen his application.","['Streamlit', 'Power BI', 'Fast Stream', 'Azure Data Factory', 'Oracle BI', 'Hadoop (though not mentioned in scoring but beneficial)']",medium,Data Engineer,Wipro,,1753027868.1805196,True,
72,37.0,10,15,10.0,good,"['Python', 'SQL', 'Apache Airflow', 'AWS S3']","['Spark', 'HiveSQL', 'Data Quality', 'Orchestration']","['HiveSQL', 'Apache Airflow', 'Spark', 'AWS', 'Python']",4-7 years,"Bangalore, Pune, Mumbai, Chennai",True,product,recommend,"Kaustubh has a good foundation in several key areas, but the job posting's experience requirement is a significant hurdle.  His Python, SQL, Airflow, and AWS S3 skills are strong matches.  The lack of experience with Spark and HiveSQL directly from the job description, and the requirement for 4-7 years of experience (versus Kaustubh's 2 years), are the main factors holding back a higher score. The remote-friendly option and product company aspect add positive points.  While his experience level is slightly below the requirement, his skillset is substantial enough to warrant consideration, particularly given his demonstrable eagerness to learn the listed missing technologies (DBT, Databricks, Spark, Kafka, Snowflake).","['Spark (production experience)', 'HiveSQL', 'Orchestration at scale', 'Experience in a similar role at a larger company']",high,Data Engineer,Amakshar Technology,,1753027875.9493256,True,
68,34.0,10,14,10.0,good,"['Python', 'SQL', 'ETL Development', 'Data Modeling', 'BigQuery']","['Apache Airflow', 'Hive', 'Data Services', 'RDBMS', 'AWS S3']","['BigQuery', 'ETL', 'Hive', 'Data Services', 'Python']",3-8 years,Bengaluru,False,service,recommend,"Kaustubh has a good foundation in data engineering with 2 years of experience. His skillset aligns decently with the job description, especially in Python, SQL, and AWS services. However, the job posting requires 3-8 years of experience, creating a significant experience gap.  His strong background in AWS and several ETL tools compensates for some of the Big Data tools that are missing (scoring lower in the technology stack). The lack of explicit mention of remote work in the description is a drawback. Accenture is a large service company; this impacts the company score. While the job is in his preferred location, the experience gap is a significant factor, leading to a 'good' match rather than 'excellent'.","['Apache Spark', 'Kafka', 'Hadoop', 'DBT (although learning it)', 'Experience (needs 1-6 more years)']",medium,Data Engineer,database designdata modelingbigquerydesign principlesetlhivedata servicespython,,1753027882.504189,True,
72,34.0,10,20,8.0,good,"['Python', 'SQL', 'AWS S3', 'AWS Lambda', 'ETL Development']","['Airflow', 'AWS CloudWatch', 'REST APIs', 'GCP', 'Data Validation', 'Schema Design']","['Python', 'Hive', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'SQL', 'PL/SQL', 'Java', 'AWS', 'GCP']",2-4 years,Remote/Bangalore,True,startup,recommend,"Kaustubh possesses a strong foundation in Python, SQL, and AWS services, which aligns well with the job requirements. His experience with Airflow, Jenkins, and various AWS services is a plus. However, the job description mentions Hive and Scala, which Kaustubh is learning, representing a potential skill gap. The experience requirement is a good match, and the remote option is beneficial. The company being a startup offers potential growth opportunities.  While the technology match isn't perfect, his skills and experience are sufficient to make a strong application, and upskilling in the missing areas should be feasible.","['Hive', 'Scala', 'Hadoop']",medium,Data Engineer – Python,Soul Ai,,1753027886.604553,True,
70,35.0,10,15,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'ETL Development', 'Data Validation', 'Schema Design']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'MySQL', 'CI/CD Pipelines', 'Kubernetes', 'Data Lakes', 'Monitoring & Alerting', 'RDBMS', 'REST APIs', 'JSON', 'XML']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'RDBMS']",2+ years,"Bengaluru, Pune, Vadodara",True,Unknown (needs further research),recommend,"Kaustubh's 2 years of experience aligns well with the job description's requirement of 2+ years of experience. His skillset shows a strong match for many of the required technologies.  However, the job description is quite vague, and a lack of specifics prevents a higher score.  The experience score is moderate because the job description only states '2+ years' implying a broad range.  The technology score reflects a solid foundation but misses some crucial big data tools. The company score is moderate due to the remote-friendly nature and location options, although the company type needs further investigation.  Overall, Kaustubh possesses many skills needed, and further research into Rearc (is it a startup, product company etc.) could positively influence the decision. While he has some missing skills in big data tools like Spark and Kafka, his learning skills and existing proficiency suggest he could quickly acquire them.","['Apache Spark', 'Kafka', 'Hadoop', 'DBT', 'Databricks', 'Snowflake']",medium,Data Engineers,Rearc,,1753027905.8021958,True,
70,37.0,10,18,5.0,good,"['SQL', 'Python', 'ETL Development', 'Data Warehousing', 'REST APIs']","['Apache Airflow', 'AWS S3', 'AWS Lambda', 'PostgreSQL', 'Data Modeling']","['SQL', 'Python', 'AWS S3', 'AWS Lambda', 'REST APIs', 'PostgreSQL', 'MySQL', 'Oracle DB', 'ETL', 'Data Warehousing']",0-1 years,"Bengaluru, Pune, Chennai",True,enterprise,recommend,"Kaustubh's 2 years of experience and strong skillset make him a decent fit, but the job description's requirement of 0-1 year experience is a significant mismatch. His technology stack aligns well, particularly his expertise in AWS, SQL, Python, and ETL.  The remote-friendly aspect and Bangalore location are positive factors. However, the experience level mismatch lowers the score considerably. The role description lacks specifics, which could limit growth potential.  The company appears to be an established enterprise rather than a fast-growing startup, thus impacting the growth potential score.","['Kafka', 'Spark', 'DBT', 'Databricks', 'Hadoop', 'Snowflake']",medium,Data Engineer,Henson Group,,1753027909.1273763,True,
72,34.0,10,18,10.0,good,"['Python', 'SQL', 'ETL Development', 'Data Modeling', 'AWS (S3, Lambda, etc.)', 'REST APIs']","['Apache Airflow', 'Azure Data Factory', 'AWS Redshift', 'Data Lake experience', 'Java/Scala (at least one)']","['Azure Data Factory', 'API Management', 'Java', 'AWS Redshift', 'Scala', 'Azure Data Lake', 'Data Modeling']",5-7 years,"Bengaluru, Pune, Mumbai, Kolkata, Hyderabad",True,enterprise,recommend,"Kaustubh has a good foundational skillset and experience.  The technology score is decent, reflecting his proficiency in Python, SQL, AWS services, and ETL development.  However, the experience requirement of 5-7 years significantly lowers the experience score.  The job description mentions several technologies (Azure, Java/Scala) where Kaustubh has limited experience or is actively learning. Although the company is large, the remote-friendly aspect and Bangalore location preference are positives.  The total score places this opportunity in the 'good' range, making it worth consideration given his stated desire for mid-level roles.  Focusing on strengthening his Azure and big data technologies (Spark, Kafka) would increase his competitiveness.","['Spark', 'Kafka', 'Azure Data Factory', 'Advanced AWS Services (Redshift)', 'Java or Scala', 'Experience with large-scale data engineering projects']",medium,Data Engineer,Apex Group,,1753027913.533147,True,
68,32.0,10,16,10.0,good,"['Microsoft Fabric', 'T-SQL', 'OneLake', 'Data Engineering', 'Power BI', 'KQL', 'Warehouse management']","['Microsoft Certifications (DP-203, PL-300, etc.)']","['Microsoft Fabric', 'T-SQL', 'OneLake', 'Power BI', 'KQL', 'Power BI Reports']",3-7 years,"Bengaluru, Hyderabad, Delhi / NCR",False,Unknown (requires further research),consider,"Kaustubh has a good foundation in data engineering, demonstrated by his experience and skillset. However, the job posting's requirement of 3-7 years of experience is a significant hurdle.  His experience level score is low due to this mismatch. While he possesses skills in several relevant areas like SQL, Python, AWS, and ETL, the heavy emphasis on the Microsoft Fabric ecosystem in the job description is a major factor.  He lacks direct experience with Fabric, OneLake, and KQL, which are critical for this role. His strong cloud and ETL/ELT skills are assets. The location flexibility is partially positive as he prefers Bangalore and the job posting includes it, but no remote option is explicitly mentioned, lowering the company score.  Overall, while his skills are transferrable, the lack of specific Microsoft Fabric experience and the experience level mismatch make this a 'consider' rather than a 'recommend' situation.  He should carefully assess if investing the time to learn the required Microsoft technologies outweighs the potential mismatch in experience expectations.","['Microsoft Fabric', 'OneLake', 'KQL', 'Power BI (advanced)', 'T-SQL (advanced)']",medium,Microsoft Fabric Data Engineer,Avisoft,,1753027920.4016137,True,
72,35.0,10,20,7.0,good,"['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue']","['DBT', 'Databricks', 'Kafka', 'Snowflake']","['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'Python', 'SQL', 'Bash', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'GCP', 'REST APIs', 'JSON', 'XML', 'Jenkins', 'Kubernetes']",3-8 years,Bengaluru,False,enterprise,recommend,"Kaustubh has a good foundation in data engineering with relevant experience and skills.  The total score of 72 falls within the 'good' range for a 2-year experienced candidate. The technology score is decent, although a few listed technologies like Apache Spark are only mentioned, not detailed in the job description.   His experience is a 'good match' (10 points) rather than a 'perfect match' because the job posting seeks 3-8 years of experience. The company is a large enterprise (Accenture), which is not ideal for rapid growth but still a reputable employer.  The job description is vague.  The location is acceptable, but the lack of remote option is a drawback. Considering these factors, applying is recommended, but Kaustubh should highlight his skills and experience with the listed technologies in the job posting to offset the experience gap. ","['Hadoop', 'Detailed knowledge of Apache Spark, AWS Glue, AWS Hive, CloudERA Glue']",medium,Data Engineer,Accenture,,1753027924.3417978,True,
